Order_ID,Order_Date,Discount,Subtotal,Total,payment,Purchase_Status,Customer_Id,Customer_Name,City,State,Region,Services,P_Sevice,D_Forecast,D_Date,Status,Product,Quantity,Price,Product_Name,Category,Subcategory,lead_time,is_late,Mes
1040,2025-03-01 10:40:30,0.0022,349.8,391.93,PIX,Confirmado,C01040,Yasmin Costela,Pelotas,RS,Sul,Same-Day,42.9,2025-04-20 19:00:45,2025-04-25 19:00:45,Entregue,Teclado Mecanico Fizz,2,174.9,Teclado Mecanico Fizz,Eletrônicos,Informática,55,True,2025-03
1041,2025-02-23 00:33:43,0.1321,3237.0,2842.38,Credito,Cancelado,C01041,Lavínia Melo,Linhares,ES,Sudeste,Scheduled,32.99,2025-04-17 00:46:29,2025-04-20 00:46:29,A Caminho,"Smart TV LED 32""Samsung LED Tizen TV",3,1079.0,"Smart TV LED 32""Samsung LED Tizen TV",Eletrônicos,Áudio e Vídeo,56,True,2025-02
1043,2025-04-20 21:21:01,0.0863,3079.6,2846.82,PIX,Em Analise,C01043,Miguel da Rocha,Petrolina,PE,Nordeste,Scheduled,32.99,2025-04-27 23:02:23,2025-05-02 23:02:23,Trânsito,"Soundbar Tomate MTS-2017, Bivolt",4,769.9,"Soundbar Tomate MTS-2017, Bivolt",Eletrônicos,Áudio e Vídeo,12,True,2025-04
1044,2025-05-07 05:13:41,0.1131,149.7,155.67,Debito,Confirmado,C01044,Eduarda Castro,Betim,MG,Sudeste,Standard,22.9,2025-05-12 01:40:27,2025-05-13 01:40:27,Atrasado,Carregador Turbo USB-C 30W,3,49.9,Carregador Turbo USB-C 30W,Eletrônicos,"Celulares, Tablets e Acessórios",5,True,2025-05
1045,2025-04-22 11:28:18,0.0769,497.97,502.58,Debito,Confirmado,C01045,Eduarda Fogaça,Campinas,SP,Sudeste,Same-Day,42.9,2025-04-30 04:10:53,2025-05-04 04:10:53,Atrasado,Mouse Redragon Wireless,3,165.99,Mouse Redragon Wireless,Eletrônicos,Informática,11,True,2025-04
1046,2025-03-07 10:16:44,0.0429,4316.0,4173.74,Boleto,Confirmado,C01046,Carolina Silva,São Luís,MA,Nordeste,Same-Day,42.9,2025-04-30 12:33:48,2025-04-30 12:33:48,A Caminho,"Smart TV LED 32""Samsung LED Tizen TV",4,1079.0,"Smart TV LED 32""Samsung LED Tizen TV",Eletrônicos,Áudio e Vídeo,54,False,2025-03
1047,2025-03-29 10:15:53,0.1278,129.86,146.25,Debito,Em Analise,C01047,Vitória Monteiro,Londrina,PR,Sul,Scheduled,32.99,2025-04-25 06:52:30,2025-04-28 06:52:30,Trânsito,Fone de ouvido Sem Fio QCY T27,1,129.86,Fone de ouvido Sem Fio QCY T27,Eletrônicos,"Celulares, Tablets e Acessórios",29,True,2025-03
1048,2025-03-28 10:36:54,0.0895,13812.0,12608.82,PIX,Em Analise,C01048,Melissa Silva,Serra,ES,Sudeste,Scheduled,32.99,2025-04-29 18:47:21,2025-04-29 18:47:21,Trânsito,ACER Notebook Gamer Nitro,3,4604.0,ACER Notebook Gamer Nitro,Eletrônicos,Informática,32,False,2025-03
1049,2025-03-30 06:11:03,0.0869,124.91,156.96,Boleto,Processando,C01049,Otávio Sales,Porto Nacional,TO,Norte,Same-Day,42.9,2025-04-18 02:09:20,2025-04-20 02:09:20,Entregue,"Fone de Ouvido Sem Fio TWS, PHILIPS",1,124.91,"Fone de Ouvido Sem Fio TWS, PHILIPS",Eletrônicos,"Celulares, Tablets e Acessórios",20,True,2025-03
1050,2025-04-08 10:10:48,0.0989,2742.13,2503.92,Boleto,Processando,C01050,Isabel Pereira,Vila Velha,ES,Sudeste,Scheduled,32.99,2025-05-12 08:32:59,2025-05-13 08:32:59,Atrasado,Projetor EPSON Powerlite Wide Screen,1,2742.13,Projetor EPSON Powerlite Wide Screen,Eletrônicos,Áudio e Vídeo,34,True,2025-04
1051,2025-03-28 14:47:38,0.1284,3253.14,2858.34,Boleto,Confirmado,C01051,Henrique Vieira,Caicó,RN,Nordeste,Standard,22.9,2025-05-09 16:33:51,2025-05-13 16:33:51,Trânsito,"Monitor UHD Samsung 32""",2,1626.57,"Monitor UHD Samsung 32""",Eletrônicos,Informática,46,True,2025-03
1052,2025-02-24 16:35:53,0.1098,428.99,414.88,PIX,Cancelado,C01052,Ian Costela,Laranjal do Jari,AP,Norte,Scheduled,32.99,2025-04-22 01:10:11,2025-04-22 01:10:11,Trânsito,Fone de Ouvido Profissional AKG K92,1,428.99,Fone de Ouvido Profissional AKG K92,Eletrônicos,Áudio e Vídeo,56,False,2025-02
1054,2025-03-13 19:59:16,0.07,1796.0,1703.27,PIX,Em Analise,C01054,Luiz Miguel Moura,Blumenau,SC,Sul,Scheduled,32.99,2025-04-29 02:52:58,2025-05-01 02:52:58,Entregue,SSD Crucial 1TB NVMe M.2,4,449.0,SSD Crucial 1TB NVMe M.2,Eletrônicos,Informática,48,True,2025-03
1055,2025-03-29 09:01:30,0.147,1796.0,1554.89,PIX,Em Analise,C01055,Lavínia Moraes,Florianópolis,SC,Sul,Standard,22.9,2025-05-13 12:48:52,2025-05-16 12:48:52,Trânsito,SSD Crucial 1TB NVMe M.2,4,449.0,SSD Crucial 1TB NVMe M.2,Eletrônicos,Informática,48,True,2025-03
1056,2025-03-01 18:14:56,0.0832,1286.97,1202.79,PIX,Processando,C01056,Amanda Gomes,Ji-Paraná,RO,Norte,Standard,22.9,2025-05-11 00:30:36,2025-05-13 00:30:36,Trânsito,Fone de Ouvido Profissional AKG K92,3,428.99,Fone de Ouvido Profissional AKG K92,Eletrônicos,Áudio e Vídeo,72,True,2025-03
1057,2025-02-26 17:58:13,0.1407,524.7,493.77,Debito,Cancelado,C01057,Natália da Luz,Cascavel,PR,Sul,Same-Day,42.9,2025-04-27 13:32:09,2025-04-28 13:32:09,Atrasado,Teclado Mecanico Fizz,3,174.9,Teclado Mecanico Fizz,Eletrônicos,Informática,60,True,2025-02
1059,2025-03-21 08:59:22,0.0999,1799.01,1652.28,Debito,Cancelado,C01059,Maitê Porto,Jaboatão dos Guararapes,PE,Nordeste,Scheduled,32.99,2025-04-17 05:39:37,2025-04-20 05:39:37,Trânsito,Samsung Galaxy Tab S6 Lite,1,1799.01,Samsung Galaxy Tab S6 Lite,Eletrônicos,"Celulares, Tablets e Acessórios",29,True,2025-03
1060,2025-04-27 07:45:00,0.0524,2309.7,2211.57,Boleto,Em Analise,C01060,Francisco Castro,São Bernardo do Campo,SP,Sudeste,Standard,22.9,2025-04-24 22:54:15,2025-04-28 22:54:15,A Caminho,"Soundbar Tomate MTS-2017, Bivolt",3,769.9,"Soundbar Tomate MTS-2017, Bivolt",Eletrônicos,Áudio e Vídeo,1,True,2025-04
1061,2025-03-09 21:43:10,0.0456,4316.0,4162.09,Boleto,Cancelado,C01061,Beatriz Teixeira,São Bernardo do Campo,SP,Sudeste,Same-Day,42.9,2025-04-25 07:41:19,2025-04-28 07:41:19,A Caminho,"Smart TV LED 32""Samsung LED Tizen TV",4,1079.0,"Smart TV LED 32""Samsung LED Tizen TV",Eletrônicos,Áudio e Vídeo,49,True,2025-03
1062,2025-03-02 00:58:24,0.0965,2742.13,2510.5,PIX,Processando,C01062,Larissa da Paz,Caucaia,CE,Nordeste,Scheduled,32.99,2025-04-24 13:18:21,2025-04-26 13:18:21,A Caminho,Projetor EPSON Powerlite Wide Screen,1,2742.13,Projetor EPSON Powerlite Wide Screen,Eletrônicos,Áudio e Vídeo,55,True,2025-03
1064,2025-04-06 10:39:47,0.1198,5484.26,4850.15,Debito,Em Analise,C01064,Laís da Cunha,Mazagão,AP,Norte,Standard,22.9,2025-04-24 15:52:11,2025-04-26 15:52:11,Trânsito,Projetor EPSON Powerlite Wide Screen,2,2742.13,Projetor EPSON Powerlite Wide Screen,Eletrônicos,Áudio e Vídeo,20,True,2025-04
1066,2025-04-20 11:21:00,0.0468,215.6,228.41,PIX,Cancelado,C01066,Sr. Theo Dias,Vilhena,RO,Norte,Standard,22.9,2025-04-29 05:08:16,2025-04-29 05:08:16,Trânsito,Carregador Turbo Tipo-C 50w,4,53.9,Carregador Turbo Tipo-C 50w,Eletrônicos,"Celulares, Tablets e Acessórios",8,False,2025-04
1068,2025-04-08 21:10:29,0.0742,99.8,125.38,Debito,Confirmado,C01068,Sra. Sofia Sales,Porto Alegre,RS,Sul,Scheduled,32.99,2025-04-27 21:16:40,2025-04-29 21:16:40,A Caminho,Carregador Turbo USB-C 30W,2,49.9,Carregador Turbo USB-C 30W,Eletrônicos,"Celulares, Tablets e Acessórios",21,True,2025-04
1070,2025-02-21 12:38:45,0.0619,1347.0,1306.52,Boleto,Em Analise,C01070,João Miguel Sales,Laranjal do Jari,AP,Norte,Same-Day,42.9,2025-04-16 15:37:22,2025-04-20 15:37:22,A Caminho,SSD Crucial 1TB NVMe M.2,3,449.0,SSD Crucial 1TB NVMe M.2,Eletrônicos,Informática,58,True,2025-02
1072,2025-02-24 06:35:13,0.0539,1715.96,1666.37,Debito,Processando,C01072,Dra. Natália Almeida,Ribeirão Preto,SP,Sudeste,Same-Day,42.9,2025-04-15 02:10:58,2025-04-19 02:10:58,Trânsito,Fone de Ouvido Profissional AKG K92,4,428.99,Fone de Ouvido Profissional AKG K92,Eletrônicos,Áudio e Vídeo,53,True,2025-02
1073,2025-02-19 18:41:28,0.0431,898.0,892.29,Credito,Confirmado,C01073,Srta. Vitória Moraes,Caracaraí,RR,Norte,Scheduled,32.99,2025-04-21 12:29:10,2025-04-26 12:29:10,Atrasado,SSD Crucial 1TB NVMe M.2,2,449.0,SSD Crucial 1TB NVMe M.2,Eletrônicos,Informática,65,True,2025-02
1074,2025-04-18 21:06:18,0.0528,1079.0,1055.02,Boleto,Confirmado,C01074,Luiz Henrique Almeida,Uberlândia,MG,Sudeste,Scheduled,32.99,2025-05-12 23:41:12,2025-05-12 23:41:12,Trânsito,"Smart TV LED 32""Samsung LED Tizen TV",1,1079.0,"Smart TV LED 32""Samsung LED Tizen TV",Eletrônicos,Áudio e Vídeo,24,False,2025-04
1075,2025-02-18 14:28:09,0.0322,18416.0,17845.9,Credito,Cancelado,C01075,Sr. Lucas Gabriel Souza,Gravataí,RS,Sul,Standard,22.9,2025-05-13 12:50:39,2025-05-16 12:50:39,A Caminho,ACER Notebook Gamer Nitro,4,4604.0,ACER Notebook Gamer Nitro,Eletrônicos,Informática,86,True,2025-02
1077,2025-04-09 19:33:20,0.0221,49.9,71.7,Debito,Processando,C01077,Yasmin da Conceição,Araguaína,TO,Norte,Standard,22.9,2025-05-03 19:35:21,2025-05-03 19:35:21,Trânsito,Carregador Turbo USB-C 30W,1,49.9,Carregador Turbo USB-C 30W,Eletrônicos,"Celulares, Tablets e Acessórios",24,False,2025-04
1078,2025-03-02 03:53:48,0.1226,155.4,169.34,Debito,Confirmado,C01078,Marcelo Martins,Rio Branco,AC,Norte,Scheduled,32.99,2025-05-04 02:55:38,2025-05-04 02:55:38,Trânsito,Película para iPhone 14Pro Anti impacto,3,51.8,Película para iPhone 14Pro Anti impacto,Eletrônicos,"Celulares, Tablets e Acessórios",62,False,2025-03
1079,2025-02-26 12:34:51,0.0338,949.0,949.91,PIX,Em Analise,C01079,Marcelo Cavalcanti,Imperatriz,MA,Nordeste,Scheduled,32.99,2025-04-28 17:24:59,2025-04-29 17:24:59,Trânsito,Smart TV 32” Philco LED Roku TV,1,949.0,Smart TV 32” Philco LED Roku TV,Eletrônicos,Áudio e Vídeo,62,True,2025-02
1080,2025-03-10 12:35:54,0.0897,499.64,477.72,Boleto,Confirmado,C01080,Olivia da Cunha,Porto Alegre,RS,Sul,Standard,22.9,2025-05-03 18:29:02,2025-05-03 18:29:02,A Caminho,"Fone de Ouvido Sem Fio TWS, PHILIPS",4,124.91,"Fone de Ouvido Sem Fio TWS, PHILIPS",Eletrônicos,"Celulares, Tablets e Acessórios",54,False,2025-03
1081,2025-04-02 13:18:32,0.0188,5484.26,5424.06,Boleto,Processando,C01081,João Gabriel Nunes,Vitória,ES,Sudeste,Same-Day,42.9,2025-04-18 03:03:04,2025-04-19 03:03:04,Trânsito,Projetor EPSON Powerlite Wide Screen,2,2742.13,Projetor EPSON Powerlite Wide Screen,Eletrônicos,Áudio e Vídeo,16,True,2025-04
1082,2025-03-07 23:16:40,0.1468,769.9,689.87,Boleto,Processando,C01082,Maria Vitória Almeida,Mazagão,AP,Norte,Scheduled,32.99,2025-04-27 13:57:33,2025-05-01 13:57:33,Trânsito,"Soundbar Tomate MTS-2017, Bivolt",1,769.9,"Soundbar Tomate MTS-2017, Bivolt",Eletrônicos,Áudio e Vídeo,54,True,2025-03
1083,2025-03-03 12:50:32,0.0682,699.6,684.88,Debito,Cancelado,C01083,Dr. Caio da Mata,Juazeiro do Norte,CE,Nordeste,Scheduled,32.99,2025-05-07 17:56:25,2025-05-09 17:56:25,A Caminho,Teclado Mecanico Fizz,4,174.9,Teclado Mecanico Fizz,Eletrônicos,Informática,67,True,2025-03
1085,2025-04-20 20:34:25,0.1153,71.6,96.33,Boleto,Confirmado,C01085,Joana Jesus,Ferreira Gomes,AP,Norte,Scheduled,32.99,2025-04-27 18:04:43,2025-04-27 18:04:43,A Caminho,Película de Vidro 3D Galaxy A30s,4,17.9,Película de Vidro 3D Galaxy A30s,Eletrônicos,"Celulares, Tablets e Acessórios",6,False,2025-04
1086,2025-03-07 10:06:48,0.1071,1796.0,1626.55,Credito,Processando,C01086,Bernardo Vieira,Itajaí,SC,Sul,Standard,22.9,2025-04-21 19:02:05,2025-04-21 19:02:05,Atrasado,SSD Crucial 1TB NVMe M.2,4,449.0,SSD Crucial 1TB NVMe M.2,Eletrônicos,Informática,45,False,2025-03
1087,2025-03-14 10:24:32,0.1241,4316.0,3813.37,Debito,Em Analise,C01087,Lara Jesus,Ponta Grossa,PR,Sul,Scheduled,32.99,2025-04-17 17:13:21,2025-04-18 17:13:21,Trânsito,"Smart TV LED 32""Samsung LED Tizen TV",4,1079.0,"Smart TV LED 32""Samsung LED Tizen TV",Eletrônicos,Áudio e Vídeo,35,True,2025-03
1088,2025-03-17 23:47:09,0.0151,103.6,135.03,PIX,Processando,C01088,Eduarda Teixeira,Maringá,PR,Sul,Scheduled,32.99,2025-04-22 17:16:52,2025-04-27 17:16:52,Atrasado,Película para iPhone 14Pro Anti impacto,2,51.8,Película para iPhone 14Pro Anti impacto,Eletrônicos,"Celulares, Tablets e Acessórios",40,True,2025-03
1089,2025-03-22 11:38:24,0.1018,259.72,256.18,Debito,Confirmado,C01089,Enzo Gabriel Ramos,Caxias,MA,Nordeste,Standard,22.9,2025-04-17 01:49:37,2025-04-20 01:49:37,A Caminho,Fone de ouvido Sem Fio QCY T27,2,129.86,Fone de ouvido Sem Fio QCY T27,Eletrônicos,"Celulares, Tablets e Acessórios",28,True,2025-03
1090,2025-03-21 01:45:23,0.0399,17.9,50.18,Credito,Cancelado,C01090,Milena Silveira,Campinas,SP,Sudeste,Scheduled,32.99,2025-05-07 05:09:23,2025-05-08 05:09:23,Trânsito,Película de Vidro 3D Galaxy A30s,1,17.9,Película de Vidro 3D Galaxy A30s,Eletrônicos,"Celulares, Tablets e Acessórios",48,True,2025-03
1092,2025-04-25 06:34:29,0.1435,769.9,682.32,PIX,Em Analise,C01092,Milena da Conceição,Caruaru,PE,Nordeste,Standard,22.9,2025-05-11 04:06:32,2025-05-11 04:06:32,A Caminho,"Soundbar Tomate MTS-2017, Bivolt",1,769.9,"Soundbar Tomate MTS-2017, Bivolt",Eletrônicos,Áudio e Vídeo,15,False,2025-04
1093,2025-03-08 00:25:04,0.1352,899.0,810.45,Boleto,Confirmado,C01093,Sra. Lara Mendes,Itajaí,SC,Sul,Scheduled,32.99,2025-05-07 08:13:36,2025-05-09 08:13:36,Entregue,Fone de Ouvido Profissional EDIFIER WH950NB,1,899.0,Fone de Ouvido Profissional EDIFIER WH950NB,Eletrônicos,Áudio e Vídeo,62,True,2025-03
1094,2025-02-16 13:54:24,0.0172,99.8,120.98,Credito,Confirmado,C01094,Sra. Maria Alice Costela,Sena Madureira,AC,Norte,Standard,22.9,2025-04-24 17:02:47,2025-04-29 17:02:47,A Caminho,Carregador Turbo USB-C 30W,2,49.9,Carregador Turbo USB-C 30W,Eletrônicos,"Celulares, Tablets e Acessórios",72,True,2025-02
1095,2025-04-16 20:04:03,0.0554,124.91,150.98,Debito,Cancelado,C01095,Anthony Caldeira,Ponta Grossa,PR,Sul,Scheduled,32.99,2025-05-16 07:00:42,2025-05-16 07:00:42,Atrasado,"Fone de Ouvido Sem Fio TWS, PHILIPS",1,124.91,"Fone de Ouvido Sem Fio TWS, PHILIPS",Eletrônicos,"Celulares, Tablets e Acessórios",29,False,2025-04
1097,2025-04-18 17:19:22,0.0183,8226.39,8118.75,PIX,Confirmado,C01097,Gabrielly Santos,Santarém,PA,Norte,Same-Day,42.9,2025-04-22 18:22:45,2025-04-27 18:22:45,A Caminho,Projetor EPSON Powerlite Wide Screen,3,2742.13,Projetor EPSON Powerlite Wide Screen,Eletrônicos,Áudio e Vídeo,9,True,2025-04
1099,2025-02-25 07:10:00,0.0577,1539.8,1493.85,Credito,Cancelado,C01099,Alana Porto,Duque de Caxias,RJ,Sudeste,Same-Day,42.9,2025-05-04 14:55:45,2025-05-07 14:55:45,Trânsito,"Soundbar Tomate MTS-2017, Bivolt",2,769.9,"Soundbar Tomate MTS-2017, Bivolt",Eletrônicos,Áudio e Vídeo,71,True,2025-02
1101,2025-04-07 00:16:51,0.0853,35.8,65.74,Credito,Confirmado,C01101,Thiago da Paz,Uberlândia,MG,Sudeste,Scheduled,32.99,2025-05-04 18:24:09,2025-05-08 18:24:09,A Caminho,Película de Vidro 3D Galaxy A30s,2,17.9,Película de Vidro 3D Galaxy A30s,Eletrônicos,"Celulares, Tablets e Acessórios",31,True,2025-04
1104,2025-04-16 20:23:30,0.0993,3958.2,3598.14,Credito,Processando,C01104,Leonardo Araújo,Santana,AP,Norte,Scheduled,32.99,2025-05-07 08:07:11,2025-05-08 08:07:11,Entregue,Samsung Galaxy A36,2,1979.1,Samsung Galaxy A36,Eletrônicos,"Celulares, Tablets e Acessórios",21,True,2025-04
1105,2025-04-16 10:01:15,0.1435,249.82,236.87,Boleto,Processando,C01105,Lucas Gabriel Azevedo,Vila Velha,ES,Sudeste,Standard,22.9,2025-04-19 15:17:23,2025-04-23 15:17:23,Trânsito,"Fone de Ouvido Sem Fio TWS, PHILIPS",2,124.91,"Fone de Ouvido Sem Fio TWS, PHILIPS",Eletrônicos,"Celulares, Tablets e Acessórios",7,True,2025-04
1107,2025-03-08 14:05:43,0.0098,124.91,156.68,Debito,Processando,C01107,Maria Nogueira,Bayeux,PB,Nordeste,Scheduled,32.99,2025-04-29 12:00:41,2025-05-01 12:00:41,A Caminho,"Fone de Ouvido Sem Fio TWS, PHILIPS",1,124.91,"Fone de Ouvido Sem Fio TWS, PHILIPS",Eletrônicos,"Celulares, Tablets e Acessórios",53,True,2025-03
1108,2025-04-06 09:51:31,0.0739,1979.1,1855.74,PIX,Cancelado,C01108,Thales da Cunha,Nova Iguaçu,RJ,Sudeste,Standard,22.9,2025-04-18 20:55:57,2025-04-21 20:55:57,A Caminho,Samsung Galaxy A36,1,1979.1,Samsung Galaxy A36,Eletrônicos,"Celulares, Tablets e Acessórios",15,True,2025-04
1109,2025-02-26 07:13:38,0.1489,18416.0,15716.76,Boleto,Cancelado,C01109,Valentina Ribeiro,Caracaraí,RR,Norte,Same-Day,42.9,2025-04-22 18:48:07,2025-04-22 18:48:07,A Caminho,ACER Notebook Gamer Nitro,4,4604.0,ACER Notebook Gamer Nitro,Eletrônicos,Informática,55,False,2025-02
1112,2025-03-14 21:37:43,0.016,53.9,86.03,Boleto,Confirmado,C01112,Ana Lívia Gonçalves,Rio Branco,AC,Norte,Scheduled,32.99,2025-04-27 08:07:40,2025-04-29 08:07:40,Trânsito,Carregador Turbo Tipo-C 50w,1,53.9,Carregador Turbo Tipo-C 50w,Eletrônicos,"Celulares, Tablets e Acessórios",45,True,2025-03
1113,2025-03-20 02:52:13,0.0212,2742.13,2726.9,Debito,Confirmado,C01113,Calebe da Rocha,João Pessoa,PB,Nordeste,Same-Day,42.9,2025-05-04 06:47:00,2025-05-07 06:47:00,Atrasado,Projetor EPSON Powerlite Wide Screen,1,2742.13,Projetor EPSON Powerlite Wide Screen,Eletrônicos,Áudio e Vídeo,48,True,2025-03
1114,2025-03-29 22:12:26,0.1312,249.82,239.94,Boleto,Confirmado,C01114,Maria Luiza Rezende,Maringá,PR,Sul,Standard,22.9,2025-05-01 22:25:54,2025-05-02 22:25:54,Atrasado,"Fone de Ouvido Sem Fio TWS, PHILIPS",2,124.91,"Fone de Ouvido Sem Fio TWS, PHILIPS",Eletrônicos,"Celulares, Tablets e Acessórios",34,True,2025-03
1115,2025-03-02 04:18:26,0.0451,1799.01,1750.86,Debito,Processando,C01115,Benjamin Santos,Caxias,MA,Nordeste,Scheduled,32.99,2025-04-17 07:12:00,2025-04-18 07:12:00,A Caminho,Samsung Galaxy Tab S6 Lite,1,1799.01,Samsung Galaxy Tab S6 Lite,Eletrônicos,"Celulares, Tablets e Acessórios",47,True,2025-03
1116,2025-03-31 20:04:01,0.0458,2158.0,2102.06,Debito,Confirmado,C01116,Beatriz da Paz,Teresina,PI,Nordeste,Same-Day,42.9,2025-04-22 11:07:43,2025-04-22 11:07:43,A Caminho,"Smart TV LED 32""Samsung LED Tizen TV",2,1079.0,"Smart TV LED 32""Samsung LED Tizen TV",Eletrônicos,Áudio e Vídeo,21,False,2025-03
1117,2025-04-21 19:58:13,0.0581,18416.0,17388.93,PIX,Processando,C01117,Emilly Nogueira,Ferreira Gomes,AP,Norte,Same-Day,42.9,2025-04-19 03:06:27,2025-04-24 03:06:27,A Caminho,ACER Notebook Gamer Nitro,4,4604.0,ACER Notebook Gamer Nitro,Eletrônicos,Informática,2,True,2025-04
1119,2025-03-25 15:16:32,0.0127,699.6,713.62,Credito,Em Analise,C01119,Guilherme Pinto,Serra,ES,Sudeste,Standard,22.9,2025-05-07 19:19:13,2025-05-10 19:19:13,Trânsito,Teclado Mecanico Fizz,4,174.9,Teclado Mecanico Fizz,Eletrônicos,Informática,46,True,2025-03
1120,2025-02-17 02:06:38,0.1228,499.64,461.18,Boleto,Confirmado,C01120,Sra. Laura da Mata,Florianópolis,SC,Sul,Standard,22.9,2025-05-03 02:36:16,2025-05-06 02:36:16,Trânsito,"Fone de Ouvido Sem Fio TWS, PHILIPS",4,124.91,"Fone de Ouvido Sem Fio TWS, PHILIPS",Eletrônicos,"Celulares, Tablets e Acessórios",78,True,2025-02
1121,2025-03-16 17:43:47,0.0512,949.0,923.31,PIX,Processando,C01121,Arthur Monteiro,São Gonçalo,RJ,Sudeste,Standard,22.9,2025-05-11 10:20:52,2025-05-11 10:20:52,A Caminho,Smart TV 32” Philco LED Roku TV,1,949.0,Smart TV 32” Philco LED Roku TV,Eletrônicos,Áudio e Vídeo,55,False,2025-03
1122,2025-04-08 19:26:10,0.1274,71.6,85.38,Debito,Processando,C01122,Ryan Vieira,Timon,MA,Nordeste,Standard,22.9,2025-05-02 11:46:03,2025-05-03 11:46:03,Trânsito,Película de Vidro 3D Galaxy A30s,4,17.9,Película de Vidro 3D Galaxy A30s,Eletrônicos,"Celulares, Tablets e Acessórios",24,True,2025-04
1123,2025-03-07 11:37:16,0.1488,3079.6,2644.26,Boleto,Confirmado,C01123,Ian Freitas,Blumenau,SC,Sul,Standard,22.9,2025-05-07 19:09:09,2025-05-11 19:09:09,A Caminho,"Soundbar Tomate MTS-2017, Bivolt",4,769.9,"Soundbar Tomate MTS-2017, Bivolt",Eletrônicos,Áudio e Vídeo,65,True,2025-03
1124,2025-04-11 20:58:59,0.0523,497.97,494.83,PIX,Cancelado,C01124,Dr. Pedro Miguel Dias,Parnaíba,PI,Nordeste,Standard,22.9,2025-05-03 03:04:10,2025-05-07 03:04:10,Trânsito,Mouse Redragon Wireless,3,165.99,Mouse Redragon Wireless,Eletrônicos,Informática,25,True,2025-04
1126,2025-03-03 02:29:29,0.0217,3598.02,3552.93,Boleto,Em Analise,C01126,João Guilherme Barbosa,Contagem,MG,Sudeste,Scheduled,32.99,2025-04-20 05:07:18,2025-04-21 05:07:18,A Caminho,Samsung Galaxy Tab S6 Lite,2,1799.01,Samsung Galaxy Tab S6 Lite,Eletrônicos,"Celulares, Tablets e Acessórios",49,True,2025-03
1128,2025-04-14 13:06:08,0.0217,161.7,201.09,Boleto,Em Analise,C01128,Bárbara da Cunha,Florianópolis,SC,Sul,Same-Day,42.9,2025-05-08 15:19:29,2025-05-09 15:19:29,Atrasado,Carregador Turbo Tipo-C 50w,3,53.9,Carregador Turbo Tipo-C 50w,Eletrônicos,"Celulares, Tablets e Acessórios",25,True,2025-04
1130,2025-03-28 01:58:49,0.0307,2158.0,2134.65,Credito,Em Analise,C01130,Maria Vitória da Mata,Sobral,CE,Nordeste,Same-Day,42.9,2025-04-20 21:12:25,2025-04-21 21:12:25,Atrasado,"Smart TV LED 32""Samsung LED Tizen TV",2,1079.0,"Smart TV LED 32""Samsung LED Tizen TV",Eletrônicos,Áudio e Vídeo,24,True,2025-03
1131,2025-03-19 01:54:31,0.0534,389.58,401.77,Debito,Em Analise,C01131,Clarice Pinto,Teresina,PI,Nordeste,Scheduled,32.99,2025-05-15 13:51:58,2025-05-15 13:51:58,Atrasado,Fone de ouvido Sem Fio QCY T27,3,129.86,Fone de ouvido Sem Fio QCY T27,Eletrônicos,"Celulares, Tablets e Acessórios",57,False,2025-03
1132,2025-03-27 05:18:35,0.0112,103.6,135.43,Debito,Confirmado,C01132,Raquel Nunes,Pico,PI,Nordeste,Scheduled,32.99,2025-05-03 02:02:39,2025-05-06 02:02:39,A Caminho,Película para iPhone 14Pro Anti impacto,2,51.8,Película para iPhone 14Pro Anti impacto,Eletrônicos,"Celulares, Tablets e Acessórios",39,True,2025-03
1134,2025-03-18 21:41:41,0.129,3237.0,2862.33,Boleto,Processando,C01134,Leonardo Oliveira,Maringá,PR,Sul,Same-Day,42.9,2025-04-13 16:33:58,2025-04-17 16:33:58,Entregue,"Smart TV LED 32""Samsung LED Tizen TV",3,1079.0,"Smart TV LED 32""Samsung LED Tizen TV",Eletrônicos,Áudio e Vídeo,29,True,2025-03
1135,2025-03-19 01:27:29,0.0619,10968.52,10312.47,Boleto,Processando,C01135,Felipe Barros,João Pessoa,PB,Nordeste,Standard,22.9,2025-05-06 23:18:12,2025-05-09 23:18:12,Trânsito,Projetor EPSON Powerlite Wide Screen,4,2742.13,Projetor EPSON Powerlite Wide Screen,Eletrônicos,Áudio e Vídeo,51,True,2025-03
1136,2025-03-27 14:35:40,0.0918,1347.0,1256.34,Boleto,Confirmado,C01136,Heitor da Cruz,Rio de Janeiro,RJ,Sudeste,Scheduled,32.99,2025-04-18 15:17:16,2025-04-21 15:17:16,Trânsito,SSD Crucial 1TB NVMe M.2,3,449.0,SSD Crucial 1TB NVMe M.2,Eletrônicos,Informática,25,True,2025-03
1137,2025-03-31 14:29:17,0.0963,107.8,130.41,Debito,Confirmado,C01137,Vicente Moreira,Tarauacá,AC,Norte,Scheduled,32.99,2025-04-27 15:02:29,2025-05-01 15:02:29,A Caminho,Carregador Turbo Tipo-C 50w,2,53.9,Carregador Turbo Tipo-C 50w,Eletrônicos,"Celulares, Tablets e Acessórios",31,True,2025-03
1138,2025-02-24 18:07:08,0.1124,71.6,106.45,Credito,Cancelado,C01138,Marcelo da Rocha,Itajaí,SC,Sul,Same-Day,42.9,2025-05-08 00:33:28,2025-05-13 00:33:28,A Caminho,Película de Vidro 3D Galaxy A30s,4,17.9,Película de Vidro 3D Galaxy A30s,Eletrônicos,"Celulares, Tablets e Acessórios",77,True,2025-02
